instance,ks-noInit-noLS,ks-noInit-shortLS,ks-noInit-LS,ks-noInit-LSnonPerm,ks-mNEH-noLS,ks-mNEH-shortLS,ks-mNEH-LS,ks-mNEH-LSnonPerm,ks-NEH-noLS,ks-NEH-shortLS,ks-NEH-LS,ks-NEH-LSnonPerm,ks-LK-noLS,ks-LK-shortLS,ks-LK-LS,ks-LK-LSnonPerm,timeMeasure,instanceSet,bufferType,instanceSize
LGF-Leipzig-100-80000-2--maxScore-160000-spanBuf-14459-evaluation,0.953616530860324,0.98693599956686,0.987823898536284,0.704838181335195,0.943259550521718,0.687209492458688,0.62801279487155,0.606272409676364,0.907489379255248,0.711302955917912,0.587778117200583,0.617594564510987,1,0.639257198846817,0.459749319459292,0.409029978015181,evaluation,Leipzig,spanBuf,mid
LGF-Leipzig-100-80000-3--maxScore-160000-interBuf-3248-evaluation,0.896979036918811,0.941206944179493,0.935569429300836,0.758907104564622,0.930153511112732,0.672744598454869,0.596616596035441,0.629105231791015,0.939971749794401,0.722963132104879,0.621183187575356,0.622506536716947,1,0.668435250502648,0.437911033328985,0.498257899705752,evaluation,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-3--maxScore-160000-spanBuf-14385-evaluation,0.908831221249119,0.935385605457089,0.941410440442192,0.695084057929538,0.913762636795059,0.658983421142819,0.535178049894131,0.575837973230363,0.918697492916458,0.654208084682451,0.531647495408028,0.542081667094156,1,0.610967684178504,0.438369302119369,0.449975616345486,evaluation,Leipzig,spanBuf,mid
LGF-Leipzig-150-80000-1--maxScore-160000-interBuf-3135-evaluation,0.920705361463399,0.97013688624979,0.952020086128765,0.812491122158688,0.957661264921427,0.771834509169257,0.659620118676869,0.682837729002824,0.949329159267805,0.773877362142561,0.656940198860918,0.680847409653426,1,0.74376245086685,0.595614288399772,0.616194665321928,evaluation,Leipzig,interBuf,large
LGF-Leipzig-150-80000-1--maxScore-160000-spanBuf-16226-evaluation,0.935048366347143,0.963420690920522,0.966666825901916,0.802892886307329,0.923201694311306,0.712058657917213,0.595833079292747,0.609947698919783,0.925303373139054,0.718834494909166,0.583060609016854,0.628980649997214,1,0.722941745415856,0.570616827453891,0.529526414081989,evaluation,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-2--maxScore-160000-interBuf-2685-evaluation,0.93658364585775,0.993678870024485,1,0.82396939119112,0.940524187858319,0.773552615373399,0.699807710618662,0.699151485686585,0.942163073017592,0.785569649137695,0.728196014597726,0.714821258921047,0.98637329855058,0.78047567620987,0.613489668488314,0.626037312865896,evaluation,Leipzig,interBuf,large
LGF-Leipzig-150-80000-2--maxScore-160000-spanBuf-14782-evaluation,0.932178978539797,0.993298558374949,0.996883814175276,0.768931132317072,0.943877669406193,0.734860302465173,0.642705496617186,0.648141210862614,0.927762628792848,0.73496622993658,0.66842676191048,0.655111267039396,1,0.728626621893925,0.580474665973273,0.590793253493387,evaluation,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-3--maxScore-160000-interBuf-3008-evaluation,0.947435931918367,0.994729304380369,0.991212168549489,0.824605945947603,0.949556471133527,0.72897574441276,0.593618957977413,0.634171056546826,0.938086720766509,0.735709014245729,0.634531552237791,0.63879691113949,1,0.719626130822152,0.535218790187282,0.557045972568479,evaluation,Leipzig,interBuf,large
LGF-Leipzig-150-80000-3--maxScore-160000-spanBuf-14698-evaluation,0.941876157329594,0.99703251307192,1,0.83042350308462,0.908845735500183,0.711869030500691,0.579040711998291,0.611518561101092,0.896329579101039,0.675809895503119,0.595187253481645,0.617521072937141,0.978144194367166,0.707293941079648,0.502650812521849,0.531911660038631,evaluation,Leipzig,spanBuf,large
LGF-Leipzig-50-80000-1--maxScore-160000-interBuf-3307-evaluation,0.843484514191859,0.913636478438714,0.898081808719549,0.761364960116276,0.899618359965871,0.688618312894702,0.59608526891089,0.602940522743979,0.899507905120233,0.704521798870961,0.615770421457588,0.620263633441355,1,0.626170531713678,0.460105755485209,0.45456737937068,evaluation,Leipzig,interBuf,small
