instance,ks-noInit-noLS,ks-noInit-shortLS,ks-noInit-LS,ks-noInit-LSnonPerm,ks-mNEH-noLS,ks-mNEH-shortLS,ks-mNEH-LS,ks-mNEH-LSnonPerm,ks-NEH-noLS,ks-NEH-shortLS,ks-NEH-LS,ks-NEH-LSnonPerm,ks-LK-noLS,ks-LK-shortLS,ks-LK-LS,ks-LK-LSnonPerm,timeMeasure,instanceSet,bufferType,instanceSize
LGF-brazil58-gen4-45.oplib-11428--maxScore-22856-interBuf-898-bitVector,0,0,0.648474225161342,0,0.345510317902956,0.631822165564497,0.910843757469524,0.341885108756274,0.363755876025814,0.288064696040156,1,0.323679388096566,0,0.330810294000478,0,0,bitVector,oplib,interBuf,mid
LGF-brazil58-gen4-45.oplib-11428--maxScore-22856-spanBuf-4775-bitVector,0,0.564031437817846,0.193838523935611,0,0.301433194637078,0.925524313873826,0.246417013407304,0.229100996091287,0.405833648552095,0,0.183457319379649,0,1,0.676627579540201,0.22641112932375,0,bitVector,oplib,spanBuf,mid
LGF-gr120-gen4-85.oplib-5901--maxScore-11802-interBuf-227-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,oplib,interBuf,large
LGF-gr120-gen4-85.oplib-5901--maxScore-11802-spanBuf-962-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,oplib,spanBuf,large
LGF-gr48-gen4-80.oplib-4037--maxScore-8074-interBuf-189-bitVector,0,0,0,0,0,0,0,0,0.50278134360291,0.0449293966623877,0.0898587933247754,0,0.0342319212665811,0.936670945656825,1,0,bitVector,oplib,interBuf,small
LGF-gr48-gen4-80.oplib-4037--maxScore-8074-spanBuf-1011-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,oplib,spanBuf,small
LGF-hk48-gen4-80.oplib-9169--maxScore-18338-interBuf-479-bitVector,0,0,0,0,0,0.956443572771104,0,0.281931846040696,0.127237067908801,0.0335049440222276,1,0.286835008580534,0.0509111710386532,0.419383835907493,0.932990111955545,0,bitVector,oplib,interBuf,small
LGF-hk48-gen4-80.oplib-9169--maxScore-18338-spanBuf-2618-bitVector,0,0,0,0,0,0,0,0.624324864972995,0,0,0,0,0,0,1,0.887977595519104,bitVector,oplib,spanBuf,small
LGF-Leipzig-100-80000-1--maxScore-160000-interBuf-2933-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-1--maxScore-160000-spanBuf-14878-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,spanBuf,mid
LGF-Leipzig-100-80000-2--maxScore-160000-interBuf-3379-bitVector,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bitVector,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-2--maxScore-160000-spanBuf-14459-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bitVector,Leipzig,spanBuf,mid
LGF-Leipzig-100-80000-3--maxScore-160000-interBuf-3248-bitVector,0,0,0,0,0,0,0,0,1,0,0.248275862068966,0,0,0,0,0,bitVector,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-3--maxScore-160000-spanBuf-14385-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,spanBuf,mid
LGF-Leipzig-150-80000-1--maxScore-160000-interBuf-3135-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,interBuf,large
LGF-Leipzig-150-80000-1--maxScore-160000-spanBuf-16226-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-2--maxScore-160000-interBuf-2685-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,interBuf,large
LGF-Leipzig-150-80000-2--maxScore-160000-spanBuf-14782-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-3--maxScore-160000-interBuf-3008-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,interBuf,large
LGF-Leipzig-150-80000-3--maxScore-160000-spanBuf-14698-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,spanBuf,large
LGF-Leipzig-50-80000-1--maxScore-160000-interBuf-3307-bitVector,0,0,0,0,0,0,0,0,0,1,0,0,0.149135987978963,0,0,0,bitVector,Leipzig,interBuf,small
LGF-Leipzig-50-80000-1--maxScore-160000-spanBuf-13989-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,spanBuf,small
LGF-Leipzig-50-80000-2--maxScore-160000-interBuf-4608-bitVector,0,0,0,0,0,0.333168316831683,0,0,0,0,0,1,0,0,0,0,bitVector,Leipzig,interBuf,small
LGF-Leipzig-50-80000-2--maxScore-160000-spanBuf-14600-bitVector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitVector,Leipzig,spanBuf,small
