instance,ks-noInit-noLS,ks-noInit-shortLS,ks-noInit-LS,ks-noInit-LSnonPerm,ks-mNEH-noLS,ks-mNEH-shortLS,ks-mNEH-LS,ks-mNEH-LSnonPerm,ks-NEH-noLS,ks-NEH-shortLS,ks-NEH-LS,ks-NEH-LSnonPerm,ks-LK-noLS,ks-LK-shortLS,ks-LK-LS,ks-LK-LSnonPerm,timeMeasure,instanceSet,bufferType,instanceSize
LGF-Berlin-100-80000-1--minTime-56-interBuf-13648-evaluation,1,1.05298660000663,1.68039284162127,1.52473950347774,1.70389150894119,1.00894690214556,1.53015516924547,1.4866342314111,1.70426141410739,1.05051544635276,1.39325639785408,1.46070117896772,2.03291170403461,1.45187309799096,1.59895420359686,1.39400404702938,evaluation,Berlin,interBuf,mid
LGF-Berlin-100-80000-1--minTime-56-spanBuf-60067-evaluation,1.16769526336471,1.65408543420775,3.46561417487998,2.2629041497955,1.00643011990593,1.95224801306212,1.98827582002441,1.36219409706786,1,1.95561190033833,1.99207734535309,1.42388267734495,4,4,4,2.52365757685509,evaluation,Berlin,spanBuf,mid
LGF-Berlin-100-80000-2--minTime-53-interBuf-10444-evaluation,1.96360349966674,2.3631392360894,2.99729233874872,2.87734352187913,1.3477136382195,2.74561859850571,3.13011766315063,2.92936843750739,1.36522087045099,3.18697673928578,3.27535193172145,3.22710315836836,1,2.72122625814428,3.06390631356337,2.98549541428927,evaluation,Berlin,interBuf,mid
LGF-Berlin-100-80000-2--minTime-53-spanBuf-54144-evaluation,1.06942809748259,1.59908836927617,2.15318190890907,1.9619999572551,1.87597997999572,2.06527813166162,2.23523571988828,2.47786693735039,1.74906740657917,2.20493970179139,1.8993922248892,2.39047472045903,1,1.65341836382134,2.10383098605517,2.10852944987038,evaluation,Berlin,spanBuf,mid
LGF-Berlin-100-80000-3--minTime-52-interBuf-17313-evaluation,2.11140843203226,1.25917360334402,1.32328906013411,1.08410821415985,1.02827230772094,1.04366323819268,1.25012865585953,1.13286744646703,1,1.06360297262706,1.221331435288,1.06356164191445,1.32539324955374,1.2597244926115,1.29939622574931,1.27661377307083,evaluation,Berlin,interBuf,mid
LGF-Berlin-100-80000-3--minTime-52-spanBuf-66231-evaluation,1.13887164033153,1.1554565081187,1.18683233196403,1.64658269695961,1,1.01631408939793,1.08727691715989,1.37072733147796,1.01958279026959,1.1223905450699,1.04204024859032,1.43121142503218,1.12623497622032,1.14632680124181,1.17468153995359,1.57635923872184,evaluation,Berlin,spanBuf,mid
LGF-Berlin-150-80000-1--minTime-82-interBuf-14374-evaluation,1,1.278309212619,1.94455319662248,1.6155123507572,1.22437934150635,1.73991693681923,2.2259480362381,1.87700253371497,1.26233805524291,1.80951955280944,2.17468432407163,1.87741595319934,1.18625533967384,2.04704450952443,1.88204565942609,2.02872760164431,evaluation,Berlin,interBuf,large
LGF-Berlin-150-80000-1--minTime-82-spanBuf-68779-evaluation,1.15183749578126,1.44497680772376,1.93765300818722,1.62610633226674,1.22690636320399,1.76826932269238,1.85012942515005,1.58316147485894,1.2276535321766,1.76909742101407,1.85081339863598,1.55999197707329,1,1.60100166112926,1.82926462479509,1.70474017046372,evaluation,Berlin,spanBuf,large
LGF-Berlin-150-80000-2--minTime-76-interBuf-10030-evaluation,1,2.80421612074242,4,4,2.54632348184631,4,4,4,2.8298918128923,3.87739256434658,4,4,2,3.65648242894372,4,4,evaluation,Berlin,interBuf,large
LGF-Berlin-150-80000-2--minTime-76-spanBuf-58669-evaluation,1,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,evaluation,Berlin,spanBuf,large
LGF-Berlin-150-80000-3--minTime-78-interBuf-12429-evaluation,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,evaluation,Berlin,interBuf,large
LGF-Berlin-150-80000-3--minTime-78-spanBuf-57423-evaluation,1.73815152436286,4,4,4,2.58880993456153,4,4,4,1,4,4,4,3.25448212887268,4,4,4,evaluation,Berlin,spanBuf,large
LGF-Berlin-50-80000-1--minTime-26-interBuf-17586-evaluation,1,4,4,4,3.50305654052061,4,4,4,3.30859445998525,4,4,4,4,1.55762463678522,2.44064800936068,2.70058825637126,evaluation,Berlin,interBuf,small
LGF-Berlin-50-80000-1--minTime-26-spanBuf-64071-evaluation,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1.3904099968446,1,1.3904099968446,1.3904099968446,1.3904099968446,evaluation,Berlin,spanBuf,small
LGF-Berlin-50-80000-2--minTime-28-interBuf-13807-evaluation,1,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,evaluation,Berlin,interBuf,small
LGF-Berlin-50-80000-2--minTime-28-spanBuf-50577-evaluation,2,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,evaluation,Berlin,spanBuf,small
LGF-Berlin-50-80000-3--minTime-26-interBuf-9751-evaluation,1,1,4,4,1,1.73765346965546,3.34313455067027,4,1,1.82443623079139,3.38652593123824,4,1,1,4,4,evaluation,Berlin,interBuf,small
LGF-Berlin-50-80000-3--minTime-26-spanBuf-58283-evaluation,4,4,4,4,1.07047500107828,1.07047500107828,1.07047500107828,1,1.07047500107828,1.07047500107828,1.07047500107828,1.0000143548225,4,4,4,4,evaluation,Berlin,spanBuf,small
LGF-brazil58-gen4-45.oplib-11428--minTime-279-interBuf-975-evaluation,1.67065990181864,1.68403976984084,1.71148301652696,1.55848076737383,1.67531764862362,1.68905308712544,1.71212168452219,1.22632823503638,1.67551196675834,1.68951600818298,1.71259774130446,1,1.69409974197348,1.69884990690609,1.73070615315835,1.36343102563057,evaluation,oplib,interBuf,mid
LGF-brazil58-gen4-45.oplib-11428--minTime-279-spanBuf-4803-evaluation,1.26593148546022,1.34385558720009,1.43796637805306,1,1.34700357334742,1.38470669251863,1.44314000774388,1.22174500239162,1.34700357334742,1.38478182345294,1.44270374657176,1.10822938326345,2.28409182724623,1.84107398759515,1.43070858895633,1.20681593777819,evaluation,oplib,spanBuf,mid
LGF-gr120-gen4-85.oplib-5901--minTime-594-interBuf-237-evaluation,1,1.583795393537,2.42351556958813,1.90856100985987,1.22902418110233,1.89279888627415,2.62810356474391,1.91142845716908,1.2597643122714,1.90840467712577,2.59827390632128,1.93997784763377,1.51210955331104,2.45046628625199,2.91427503910681,2.24357237299321,evaluation,oplib,interBuf,large
LGF-gr120-gen4-85.oplib-5901--minTime-594-spanBuf-941-evaluation,1.51445801871293,1.59020391807415,1.72538646986759,1.65173611053509,1,1.14241974929649,1.31250772865401,1.21682646402452,1.00698769586044,1.1431845987893,1.31354687312563,1.39410611542459,1.1766075026956,1.54894447062324,1.98429606401754,1.9352129093526,evaluation,oplib,spanBuf,large
LGF-gr48-gen4-80.oplib-4037--minTime-232-interBuf-179-evaluation,1,1,4,4,1,1,4,4,1,1,4,4,1,1,2.68181818181818,4,evaluation,oplib,interBuf,small
LGF-gr48-gen4-80.oplib-4037--minTime-232-spanBuf-1034-evaluation,1,1.05622788259301,1.16793465058512,1.15199320305255,1.01398140286755,1.06889587599641,1.13360275293853,1.10718613182126,1.02037888391251,1.0743451497978,1.14519925562877,1.10346537291231,2.40514541655381,1.0774410792493,1.23271732910625,1.22117603059534,evaluation,oplib,spanBuf,small
LGF-hk48-gen4-80.oplib-9169--minTime-232-interBuf-514-evaluation,2.48898978232944,2.61891503681717,2.43263865155033,1.97589686617697,2.53153378910755,2.63265557156831,2.80509584362424,2.35505040790433,2.54161508937305,2.62235535278658,2.80544946638809,2.59813010652035,1,2.00820506879404,2.77676487993522,2.29233455842122,evaluation,oplib,interBuf,small
LGF-hk48-gen4-80.oplib-9169--minTime-232-spanBuf-2508-evaluation,1,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,evaluation,oplib,spanBuf,small
LGF-Leipzig-100-80000-1--minTime-52-interBuf-4157-evaluation,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,evaluation,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-1--minTime-52-spanBuf-15365-evaluation,4,4,4,4,1,1.31208474692875,4,4,1.29949448795238,1.39576652724302,4,4,4,4,4,4,evaluation,Leipzig,spanBuf,mid
LGF-Leipzig-100-80000-2--minTime-56-interBuf-3297-evaluation,4,1,3.19658170557408,4,4,2.8197122086355,4,4,4,2,4,4,4,4,4,4,evaluation,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-2--minTime-56-spanBuf-14023-evaluation,1.48725479641436,1.46550787791966,1.48199707420774,1.58211074964084,1.06850733004598,1.41700941428128,1.4777122151414,1.60655431439283,1,1.44407568729239,1.47771601031636,1.55485048592849,1.36379988765758,1.52207140173732,1.50583480252953,1.65587536378378,evaluation,Leipzig,spanBuf,mid
LGF-Leipzig-100-80000-3--minTime-53-interBuf-2948-evaluation,3.64961415501264,2.93689749020038,3.0168794208444,3.80823431980883,3.66703825408156,2.85855049768989,2.95985926444497,3.36143333852594,3.66674072348094,2.99485279975013,2.96224384162648,3.30108576415747,1,2,2.95275685381437,2.70134872272251,evaluation,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-3--minTime-53-spanBuf-14305-evaluation,3.4137548933725,3.76783913072181,4,3.89189801071371,3.40042158216906,3.78362821843119,4,4,3.43760088143416,4,4,4,2.5688422195108,1.76537883403319,1,3.97246895658405,evaluation,Leipzig,spanBuf,mid
LGF-Leipzig-150-80000-1--minTime-86-interBuf-2848-evaluation,2.90986602382039,2.77752925905777,2.91198335269021,2.98384156219896,2.88847579346226,2.82170797336875,2.86463519627459,2.9334678385976,2.77888917994855,2.80034250998434,2.84019859261402,2.89251382157658,1.90276151606566,1,3.07838704400993,3.12802291516781,evaluation,Leipzig,interBuf,large
LGF-Leipzig-150-80000-1--minTime-86-spanBuf-15822-evaluation,1,1.7429473283916,2.93400472736903,1.78589674503248,1.72610009116333,2.49296507451812,3.17799786623348,2.14434417256315,1.77333551826692,2.19902975135463,3.18733946083971,2.43321055175884,1.33639399080167,2.03788045130198,3.08954955837169,2.16594356817109,evaluation,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-2--minTime-85-interBuf-3082-evaluation,1,1.38007432399004,2.06550253207765,1.57927365828853,1.18133129578033,1.65283635714821,2.2312066753588,1.65901598141461,1.20971409198278,1.56897462730344,2.22846899832326,1.66263247698415,1.09581461463664,2.15908826627186,1.84165281282221,2.1687427746852,evaluation,Leipzig,interBuf,large
LGF-Leipzig-150-80000-2--minTime-85-spanBuf-15894-evaluation,2.11702933882588,2.35924349940782,2.83943925673342,2.42563022227002,1,2.63938289683575,3.08590043493411,1.48021786491742,1.28775603049971,2.57286720379054,3.08590043493411,1.51563063933735,1.4939818300472,3.01318617929453,3.06842088976998,2.9538824811603,evaluation,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-3--minTime-77-interBuf-2693-evaluation,1.07766026310569,1.24502771207006,1.2772679748017,2.11515721424741,1.08676875431674,1.30933848377092,1.45396616876252,2.92371364078217,1,1.32767248481644,1.52049780830212,2.98951369350418,1.96057602503814,1.70594792880097,1.53578551574086,1.54475267715974,evaluation,Leipzig,interBuf,large
LGF-Leipzig-150-80000-3--minTime-77-spanBuf-15056-evaluation,3.38981249057981,1.26470951206737,1,3.01861876238621,1.57826173427273,2.16045028574836,2.60983890337727,4,1.54086152534239,2.29654653535101,2.55300163997795,4,1.08459000528241,2.75321769967005,3.46601104252074,4,evaluation,Leipzig,spanBuf,large
LGF-Leipzig-50-80000-1--minTime-27-interBuf-4238-evaluation,4,4,4,4,1,3,4,4,1.14085545722714,4,4,4,4,4,4,4,evaluation,Leipzig,interBuf,small
LGF-Leipzig-50-80000-1--minTime-27-spanBuf-14659-evaluation,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,evaluation,Leipzig,spanBuf,small
LGF-Leipzig-50-80000-2--minTime-28-interBuf-2280-evaluation,1.99648479370298,2.01886385676779,2.04223754485771,2.91450790016476,1.99648479370298,2.01288769995478,2.03292075759018,2.9240316886136,1.99675369380547,2.01321934341452,2.03431903812312,3.15882085619957,2.06619115317005,1.48061106674326,1,1.7348033665519,evaluation,Leipzig,interBuf,small
LGF-Leipzig-50-80000-2--minTime-28-spanBuf-14815-evaluation,4,4,4,4,4,2,4,4,4,3,4,4,1,4,4,4,evaluation,Leipzig,spanBuf,small
LGF-Leipzig-50-80000-3--minTime-28-interBuf-3949-evaluation,4,4,4,4,1,3,4,4,1,4,4,4,4,4,4,4,evaluation,Leipzig,interBuf,small
LGF-Leipzig-50-80000-3--minTime-28-spanBuf-15011-evaluation,2,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,evaluation,Leipzig,spanBuf,small
LGF-Berlin-100-80000-1--minTime-56-interBuf-13648-bitVector,1.32430174017049,1.13339128550039,1.35627649538252,1.17803985499542,1.39998806595817,1.16446942587103,1.24714848156306,1.16155233895327,1.40112403127498,1.1940515138099,1.14087832427131,1.14981393199816,1.85375737264156,1.29680770890169,1.22897541806112,1,bitVector,Berlin,interBuf,mid
LGF-Berlin-100-80000-1--minTime-56-spanBuf-60067-bitVector,3.61337447926661,2.66895413493639,2.80972946218834,1.60699445465988,1.06242804138799,1.45486266293674,1.45547355427302,1,1.06235818343922,1.45926663943206,1.45900047427879,1.04525802288594,4,3.15449705981608,2.71312325385053,1.34735546870378,bitVector,Berlin,spanBuf,mid
LGF-Berlin-100-80000-2--minTime-53-interBuf-10444-bitVector,1.61931406796561,1.37400009043585,1.39927415692745,1.34573903692457,1.32475463078724,1.29242807278629,1.41673408480903,1.28603085708588,1.32683081080816,1.51022539936488,1.5426066507874,1.54009912861977,1,1.44697674766854,1.3607814780739,1.28238124608849,bitVector,Berlin,interBuf,mid
LGF-Berlin-100-80000-2--minTime-53-spanBuf-54144-bitVector,2.25833560511076,1.38062003905725,1.35232427649704,1.09351822539908,1.47931292114827,1.40002591508332,1.37856590800068,1.42224351310989,1.46317698941427,1.4973586757465,1.18939582334303,1.35617481132984,1,1.35432734207969,1.28798479350363,1.07411857927595,bitVector,Berlin,spanBuf,mid
LGF-Berlin-100-80000-3--minTime-52-interBuf-17313-bitVector,1.98505572529639,1.39735844602123,1.2772285055546,1,1.17802237683746,1.12789343112332,1.19013963065752,1.07051137781102,1.17607422665334,1.15836539267179,1.17353461284886,1.00915948371327,1.41866867728764,1.2582986367639,1.20359408039032,1.16470274416895,bitVector,Berlin,interBuf,mid
LGF-Berlin-100-80000-3--minTime-52-spanBuf-66231-bitVector,1.14516985434922,1.12269155687272,1.12007332561088,1.50204502437422,1.028078419885,1.03015231459912,1.03422840774316,1.26152157028584,1.02551026146119,1.06593141066735,1,1.31171837885895,1.13239585266065,1.12190158747322,1.11538450895403,1.38627341670653,bitVector,Berlin,spanBuf,mid
LGF-Berlin-150-80000-1--minTime-82-interBuf-14374-bitVector,1.31247732051704,1.16487266565039,1.2512082834488,1,1.42828442956199,1.25493389742651,1.4135219202128,1.11331216197882,1.39500730518295,1.31106094210456,1.35560486574429,1.11858555663562,1.52740696462477,1.54094348013403,1.14345999363004,1.33669878813591,bitVector,Berlin,interBuf,large
LGF-Berlin-150-80000-1--minTime-82-spanBuf-68779-bitVector,1.45830748858266,1.3363810563399,1.36379251096698,1.18256069100994,1.32517966822378,1.27047276966102,1.27047276966102,1.0234350167906,1.3260918859886,1.27161705378486,1.27181788746039,1,1.32674360614103,1.32324074603385,1.330225061427,1.21311231123017,bitVector,Berlin,spanBuf,large
LGF-Berlin-150-80000-2--minTime-76-interBuf-10030-bitVector,1.39279668246635,1.31709345605323,1.04311528309307,1,1.36726539116618,1.3647394416931,1.17523550671539,1.18361240757287,1.39285386131104,1.30690629471765,1.12195359956328,1.17297214142855,1.14259670172141,1.72695989620953,1.10795903617005,1.10522058788148,bitVector,Berlin,interBuf,large
